Player + Prop,Player + Prop + Line,Sport,Player ID,Player Name,Position,Team,Stat Type,Line Score,Adjusted Odds,Date,Start Time (CST),Status,League,Odds Type,Headshot URL,Data ID,Average Line,Average No-Vig Over %,Average No-Vig Under %,Percent Difference,Max No-Vig %,Bet Tag,Player Image,Game Start Time,Fav,Spread,O/U,Game Short Title,Scheduled At,Match Progress,Venue Name,Venue Type,Broadcasts,Max No-Vig % Price,True Price,Date,True Point Average Line,EST. Return Date,Injury Status,Comment,Starter,Opp,PrizePicks,Opportunities,Edge % Over,Edge % Under,Edge %,DvP Projection,DVP Rank,Opp +/-,DVP Bet,Average Projected,DVP Adjusted,Total Projection,Underdog Line,Callout Bet Tag
Kayla ThorntonRebounds,Kayla ThorntonRebounds5,WNBA,238102,Kayla Thornton,F,GSV,Rebounds,5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Kayla_Thornton_WNBA_player_LW0QKyGiDE0bVq5F3TkgEtm8.webp,12790178,5.35,45.28,54.72,-4.96,54.72,Under,https://www.freeiconspng.com/img/1934,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,5.35,,,,No,,19.14,28,46.11378945,53.88621055,53.89,5.35,,0,,5.35,5.35,5.31,5.5,Push
Angel ReeseOffensiveRebounds,Angel ReeseOffensiveRebounds5,WNBA,315793,Angel Reese,F,ATL,Offensive Rebounds,5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/AngeelesReese.png,12793116,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,34.95,32,,,,0,15,-0.12,under,0,-0.12,5.25,5.5,Push
Janelle Salaün + Rhyne Howard3-PTMade(Combo),Janelle Salaün + Rhyne Howard3-PTMade(Combo)5,WNBA,325316,Janelle Salaün + Rhyne Howard,F,GSV/ATL,3-PT Made (Combo),5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/CMBO_group_PAOs7rI1RQk35kdChu1XI6fF.webp,12799413,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,,0,,,,0,,0,,0,0,5,0,Push
Angel ReeseFGMade,Angel ReeseFGMade5,WNBA,315793,Angel Reese,F,ATL,FG Made,5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/AngeelesReese.png,12803974,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,34.95,32,,,,0,11,-0.9556,under,0,-0.96,5,0,Push
Gabby Williams3-PTAttempted,Gabby Williams3-PTAttempted5,WNBA,316568,Gabby Williams,F,GSV,3-PT Attempted,5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Gabby Williams .png,12804003,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,25.96,30,,,,0,,0,,0,0,5,0,Push
Allisha GrayFreeThrowsAttempted,Allisha GrayFreeThrowsAttempted5,WNBA,237832,Allisha Gray,G,ATL,Free Throws Attempted,5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Allisha_Gray_WNBA_player_u5pCVEvMFgJw1VQqFybsaJ3Y.webp,12804016,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,28.75,35,,,,0,11,-0.9556,under,0,-0.96,5,0,Push
Angel ReeseFreeThrowsAttempted,Angel ReeseFreeThrowsAttempted5,WNBA,315793,Angel Reese,F,ATL,Free Throws Attempted,5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/AngeelesReese.png,12804017,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,34.95,32,,,,0,11,-0.9556,under,0,-0.96,5,0,Push
Jordin CanadaTwoPointersAttempted,Jordin CanadaTwoPointersAttempted5,WNBA,197522,Jordin Canada,G,ATL,Two Pointers Attempted,5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Jordin_Canada_WNBA_player_nideRIEvnxcNybRbajfbVawY.webp,12804050,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,29.05,31,,,,0,11,-0.9556,under,0,-0.96,5,0,Push
Veronica BurtonAssists,Veronica BurtonAssists5,WNBA,238261,Veronica Burton,G,GSV,Assists,5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Veronica_Burton_WNBA_player_PgQhWXIUPjwd5ndjpucEaD8E.webp,12804781,5.5,43.31,56.69,-4.7,56.69,Under,https://www.freeiconspng.com/img/1934,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,5.5,,,,No,,26.47,31,45.43160171,54.56839829,54.57,5.5,,0,,5.5,5.5,5.4,5.5,Push
Allisha GrayTwoPointersMade,Allisha GrayTwoPointersMade4.5,WNBA,237832,Allisha Gray,G,ATL,Two Pointers Made,4.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Allisha_Gray_WNBA_player_u5pCVEvMFgJw1VQqFybsaJ3Y.webp,12804031,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,28.75,35,,,,0,11,-0.9556,under,0,-0.96,4.5,0,Push
Rhyne HowardRebounds,Rhyne HowardRebounds4,WNBA,237831,Rhyne Howard,G,ATL,Rebounds,4,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Rhyne_Howard_WNBA_player_EHb8PvO3NcqnZYZhVJsHND96.webp,12790176,3.5,54.77,45.23,-3.56,54.77,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,3.5,,,,No,LVA,34.68,35,49.01772066,50.98227934,50,3.5,15,-0.12,under,3.5,3.38,3.58,3.5,Best Bet
Janelle SalaünRebounds,Janelle SalaünRebounds4,WNBA,240424,Janelle Salaün,F,GSV,Rebounds,4,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Janelle_Sala%C3%BCn_WNBA_player_TJWeCgZ3Bq8UPDeH4ehDuDYm.webp,12790177,3.9,51.43,48.57,-14.39,51.43,Under,https://www.freeiconspng.com/img/1934,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,3.9,,,,No,,20.08,28,46.80233304,53.19766696,53.2,3.9,,0,,3.9,3.9,4.04,4.5,Great Bet
Naz HillmonDefensiveRebounds,Naz HillmonDefensiveRebounds4,WNBA,65842,Naz Hillmon,F,ATL,Defensive Rebounds,4,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Naz_Hillmon_WNBA_player_34IbaiI4YP0vCC24bAHE2a3n.webp,12793134,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,20.13,30,,,,0,15,-0.12,under,0,-0.12,4,0,Push
Janelle Salaün + Allisha Gray3-PTMade(Combo),Janelle Salaün + Allisha Gray3-PTMade(Combo)4,WNBA,325318,Janelle Salaün + Allisha Gray,F,GSV/ATL,3-PT Made (Combo),4,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/CMBO_group_8jwDJbaHP8mLVPnNQ6AU7SX.webp,12799409,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,,0,,,,0,,0,,0,0,4,0,Push
Allisha GrayFreeThrowsMade,Allisha GrayFreeThrowsMade4,WNBA,237832,Allisha Gray,G,ATL,Free Throws Made,4,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Allisha_Gray_WNBA_player_u5pCVEvMFgJw1VQqFybsaJ3Y.webp,12803958,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,28.75,35,,,,0,11,-0.9556,under,0,-0.96,4.25,4.5,Push
Janelle SalaünFGMade,Janelle SalaünFGMade4,WNBA,240424,Janelle Salaün,F,GSV,FG Made,4,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Janelle_Sala%C3%BCn_WNBA_player_TJWeCgZ3Bq8UPDeH4ehDuDYm.webp,12803976,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,20.08,28,,,,0,,0,,0,0,4,0,Push
Gabby WilliamsFreeThrowsAttempted,Gabby WilliamsFreeThrowsAttempted4,WNBA,316568,Gabby Williams,F,GSV,Free Throws Attempted,4,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Gabby Williams .png,12804018,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,25.96,30,,,,0,,0,,0,0,4,0,Push
Gabby WilliamsTwoPointersMade,Gabby WilliamsTwoPointersMade4,WNBA,316568,Gabby Williams,F,GSV,Two Pointers Made,4,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Gabby Williams .png,12804033,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,25.96,30,,,,0,,0,,0,0,4,0,Push
Rhyne HowardAssists,Rhyne HowardAssists3.5,WNBA,237831,Rhyne Howard,G,ATL,Assists,3.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Rhyne_Howard_WNBA_player_EHb8PvO3NcqnZYZhVJsHND96.webp,12778554,3.5,49.44,50.56,-7.25,50.56,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,3.5,,,,No,LVA,34.68,35,49.44,50.56,50.56,3.5,14,-0.0722,under,3.5,3.43,3.49,3.5,Best Bet
Gabby Williams + Allisha Gray3-PTMade(Combo),Gabby Williams + Allisha Gray3-PTMade(Combo)3.5,WNBA,325322,Gabby Williams + Allisha Gray,F,GSV/ATL,3-PT Made (Combo),3.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Gabby Williams + Allisha Gray.png,12799411,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,,0,,,,0,,0,,0,0,3.5,0,Push
Angel ReeseFreeThrowsMade,Angel ReeseFreeThrowsMade3.5,WNBA,315793,Angel Reese,F,ATL,Free Throws Made,3.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/AngeelesReese.png,12803959,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,34.95,32,,,,0,11,-0.9556,under,0,-0.96,3.5,3.5,Push
Veronica BurtonFreeThrowsMade,Veronica BurtonFreeThrowsMade3.5,WNBA,238261,Veronica Burton,G,GSV,Free Throws Made,3.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Veronica_Burton_WNBA_player_PgQhWXIUPjwd5ndjpucEaD8E.webp,12803964,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,26.47,31,,,,0,,0,,0,0,3.5,3.5,Push
Jordin CanadaFGMade,Jordin CanadaFGMade3.5,WNBA,197522,Jordin Canada,G,ATL,FG Made,3.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Jordin_Canada_WNBA_player_nideRIEvnxcNybRbajfbVawY.webp,12803977,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,29.05,31,,,,0,11,-0.9556,under,0,-0.96,3.5,0,Push
Veronica BurtonFGMade,Veronica BurtonFGMade3.5,WNBA,238261,Veronica Burton,G,GSV,FG Made,3.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Veronica_Burton_WNBA_player_PgQhWXIUPjwd5ndjpucEaD8E.webp,12803979,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,26.47,31,,,,0,,0,,0,0,3.5,0,Push
Veronica Burton3-PTAttempted,Veronica Burton3-PTAttempted3.5,WNBA,238261,Veronica Burton,G,GSV,3-PT Attempted,3.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Veronica_Burton_WNBA_player_PgQhWXIUPjwd5ndjpucEaD8E.webp,12804007,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,26.47,31,,,,0,,0,,0,0,3.5,0,Push
Gabby WilliamsFreeThrowsMade,Gabby WilliamsFreeThrowsMade3,WNBA,316568,Gabby Williams,F,GSV,Free Throws Made,3,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Gabby Williams .png,12803960,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,25.96,30,,,,0,,0,,0,0,3,0,Push
Rhyne HowardFreeThrowsMade,Rhyne HowardFreeThrowsMade3,WNBA,237831,Rhyne Howard,G,ATL,Free Throws Made,3,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Rhyne_Howard_WNBA_player_EHb8PvO3NcqnZYZhVJsHND96.webp,12803963,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,34.68,35,,,,0,11,-0.9556,under,0,-0.96,3.25,3.5,Push
Jordin Canada3-PTAttempted,Jordin Canada3-PTAttempted3,WNBA,197522,Jordin Canada,G,ATL,3-PT Attempted,3,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Jordin_Canada_WNBA_player_nideRIEvnxcNybRbajfbVawY.webp,12804005,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,29.05,31,,,,0,11,-0.9556,under,0,-0.96,3,0,Push
Jordin CanadaFreeThrowsAttempted,Jordin CanadaFreeThrowsAttempted3,WNBA,197522,Jordin Canada,G,ATL,Free Throws Attempted,3,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Jordin_Canada_WNBA_player_nideRIEvnxcNybRbajfbVawY.webp,12804020,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,29.05,31,,,,0,11,-0.9556,under,0,-0.96,3,0,Push
Jordin CanadaFreeThrowsMade,Jordin CanadaFreeThrowsMade2.5,WNBA,197522,Jordin Canada,G,ATL,Free Throws Made,2.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Jordin_Canada_WNBA_player_nideRIEvnxcNybRbajfbVawY.webp,12803962,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,29.05,31,,,,0,11,-0.9556,under,0,-0.96,2.5,2.5,Push
Janelle SalaünFreeThrowsAttempted,Janelle SalaünFreeThrowsAttempted2.5,WNBA,240424,Janelle Salaün,F,GSV,Free Throws Attempted,2.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Janelle_Sala%C3%BCn_WNBA_player_TJWeCgZ3Bq8UPDeH4ehDuDYm.webp,12804019,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,20.08,28,,,,0,,0,,0,0,2.5,0,Push
Jordin CanadaTwoPointersMade,Jordin CanadaTwoPointersMade2.5,WNBA,197522,Jordin Canada,G,ATL,Two Pointers Made,2.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Jordin_Canada_WNBA_player_nideRIEvnxcNybRbajfbVawY.webp,12804035,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,29.05,31,,,,0,11,-0.9556,under,0,-0.96,2.5,0,Push
Veronica BurtonTwoPointersMade,Veronica BurtonTwoPointersMade2.5,WNBA,238261,Veronica Burton,G,GSV,Two Pointers Made,2.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Veronica_Burton_WNBA_player_PgQhWXIUPjwd5ndjpucEaD8E.webp,12804037,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,26.47,31,,,,0,,0,,0,0,2.5,0,Push
Jordin CanadaTurnovers,Jordin CanadaTurnovers2,WNBA,197522,Jordin Canada,G,ATL,Turnovers,2,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Jordin_Canada_WNBA_player_nideRIEvnxcNybRbajfbVawY.webp,12803704,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,29.05,31,,,,0,11,-0.9556,under,0,-0.96,2,0,Push
Angel ReeseBlks+Stls,Angel ReeseBlks+Stls2,WNBA,315793,Angel Reese,F,ATL,Blks+Stls,2,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/AngeelesReese.png,12803732,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,34.95,32,,,,0,11,-0.9556,under,0,-0.96,2,0,Push
Janelle SalaünFreeThrowsMade,Janelle SalaünFreeThrowsMade2,WNBA,240424,Janelle Salaün,F,GSV,Free Throws Made,2,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Janelle_Sala%C3%BCn_WNBA_player_TJWeCgZ3Bq8UPDeH4ehDuDYm.webp,12803961,,,,,,,,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,,20.08,28,,,,0,,0,,0,0,2,0,Push
Gabby WilliamsSteals,Gabby WilliamsSteals1.5,WNBA,316568,Gabby Williams,F,GSV,Steals,1.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Gabby Williams .png,12803835,1.5,50,50,,50,Push,https://www.freeiconspng.com/img/1934,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,1.5,,,,No,,25.96,30,50,50,50,1.5,,0,,1.5,1.5,1.5,1.5,Push
Janelle SalaünSteals,Janelle SalaünSteals0.5,WNBA,240424,Janelle Salaün,F,GSV,Steals,0.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Janelle_Sala%C3%BCn_WNBA_player_TJWeCgZ3Bq8UPDeH4ehDuDYm.webp,12803834,0.5,50,50,-7.81,50,Push,https://www.freeiconspng.com/img/1934,,,,,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,0.5,,,,No,,20.08,28,50,50,50,0.5,,0,,0.5,0.5,0.5,0,Push
Rhyne HowardBlockedShots,Rhyne HowardBlockedShots0.5,WNBA,237831,Rhyne Howard,G,ATL,Blocked Shots,0.5,N/A,6/24/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Rhyne_Howard_WNBA_player_EHb8PvO3NcqnZYZhVJsHND96.webp,12803840,,,,,,,,,Yes,-1.8,165.6,Dream @ Valkyries,2026-06-25T02:00:00Z,Wed 10:00pm,N/A,N/A,USA,,,6/24/2026,,,,,No,LVA,34.68,35,,,,0,11,-0.9556,under,0,-0.96,0.5,0,Push
Marina MabreyPts+Rebs+Asts,Marina MabreyPts+Rebs+Asts30.5,WNBA,315802,Marina Mabrey,G,TOR,Pts+Rebs+Asts,30.5,N/A,6/25/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Marina Mabrey.png,12808709,30.5,49.33,50.67,-7.14,50.67,Under,https://www.freeiconspng.com/img/1934,,No,0.4,180.9,,,,,,,,,6/25/2026,30.5,,,,No,,33.8,32,49.33,50.67,50.67,30.5,,0,,30.5,30.5,30.5,0,Push
Nneka OgwumikePts+Rebs+Asts,Nneka OgwumikePts+Rebs+Asts30.5,WNBA,64380,Nneka Ogwumike,F,LAS,Pts+Rebs+Asts,30.5,N/A,6/25/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Nneka Ogwumike.png,12808766,30,51.34,48.66,-9.15,51.34,Under,https://www.freeiconspng.com/img/1934,,Yes,-0.4,180.9,,,,,,,,,6/25/2026,30,,,,No,,36.72,33,49.01241541,50.98758459,50,30,,0,,30,30,30.13,0,Push
Nneka OgwumikePts+Rebs,Nneka OgwumikePts+Rebs27.5,WNBA,64380,Nneka Ogwumike,F,LAS,Pts+Rebs,27.5,N/A,6/25/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Nneka Ogwumike.png,12808765,27.83,49.14,50.86,-6.95,50.86,Under,https://www.freeiconspng.com/img/1934,,Yes,-0.4,180.9,,,,,,,,,6/25/2026,27.83,,,,No,,36.72,33,48.59506315,51.40493685,50,27.83,,0,,27.83,27.83,27.75,0,Push
Marina MabreyPts+Asts,Marina MabreyPts+Asts26.5,WNBA,315802,Marina Mabrey,G,TOR,Pts+Asts,26.5,N/A,6/25/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Marina Mabrey.png,12808707,26.5,51.07,48.93,-8.88,51.07,Over,https://www.freeiconspng.com/img/1934,,No,0.4,180.9,,,,,,,,,6/25/2026,26.5,,,,No,,33.8,32,51.07,48.93,51.07,26.5,,0,,26.5,26.5,26.5,0,Push
Marina MabreyPts+Rebs,Marina MabreyPts+Rebs25.5,WNBA,315802,Marina Mabrey,G,TOR,Pts+Rebs,25.5,N/A,6/25/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Marina Mabrey.png,12808708,25.5,50.57,49.43,-8.38,50.57,Over,https://www.freeiconspng.com/img/1934,,No,0.4,180.9,,,,,,,,,6/25/2026,25.5,,,,No,,33.8,32,50.57,49.43,50.57,25.5,,0,,25.5,25.5,25.5,0,Push
Dearica HambyPts+Rebs,Dearica HambyPts+Rebs24.5,WNBA,237841,Dearica Hamby,F,LAS,Pts+Rebs,24.5,N/A,6/25/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Dearica_Hamby_WNBA_player_1PzwHp2T7rRcfd2URTLYG8DE.webp,12808754,24.5,49.16,50.84,-6.97,50.84,Under,https://www.freeiconspng.com/img/1934,,Yes,-0.4,180.9,,,,,,,,,6/25/2026,24.5,,,,No,,35.14,31,49.16,50.84,50.84,24.5,,0,,24.5,24.5,24.5,0,Push
Marina MabreyPoints,Marina MabreyPoints22.5,WNBA,315802,Marina Mabrey,G,TOR,Points,22.5,N/A,6/25/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Marina Mabrey.png,12808706,22.5,48.94,51.06,-6.75,51.06,Under,https://www.freeiconspng.com/img/1934,,No,0.4,180.9,,,,,,,,,6/25/2026,22.5,,,,No,,33.8,32,48.94,51.06,51.06,22.5,,0,,22.5,22.5,22.5,0,Push
Isabelle HarrisonPts+Rebs,Isabelle HarrisonPts+Rebs21.5,WNBA,323190,Isabelle Harrison,F,TOR,Pts+Rebs,21.5,N/A,6/25/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/players/WNBA/Isabelle_Harrison_WNBA_player_HlIrklxaFudGYDJsdjC56W1l.webp,12808795,21.5,49.19,50.81,-7,50.81,Under,https://www.freeiconspng.com/img/1934,,No,0.4,180.9,,,,,,,,,6/25/2026,21.5,,,,No,,27.17,22,49.19,50.81,50.81,21.5,,0,,21.5,21.5,21.5,0,Push
Nneka OgwumikePts+Asts,Nneka OgwumikePts+Asts20.5,WNBA,64380,Nneka Ogwumike,F,LAS,Pts+Asts,20.5,N/A,6/25/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Nneka Ogwumike.png,12808764,20.83,49.81,50.19,-7.62,50.19,Under,https://www.freeiconspng.com/img/1934,,Yes,-0.4,180.9,,,,,,,,,6/25/2026,20.83,,,,No,,36.72,33,48.77977202,51.22022798,50,20.83,,0,,20.83,20.83,20.75,0,Push
Nneka OgwumikePoints,Nneka OgwumikePoints18.5,WNBA,64380,Nneka Ogwumike,F,LAS,Points,18.5,N/A,6/25/2026,12/30/1899,pre_game,WNBA,standard,https://static.prizepicks.com/images/manual/Nneka Ogwumike.png,12808763,18.5,49.65,50.35,-7.46,50.35,Under,https://www.freeiconspng.com/img/1934,,Yes,-0.4,180.9,,,,,,,,,6/25/2026,18.5,,,,No,,36.72,33,49.65,50.35,50.35,18.5,,0,,18.5,18.5,18.5,0,Push
